driver_id,driver_name,persona,earnings_tier,month,currency,gross_income,platform_fees,net_income,total_expense,essential_expense,discretionary_expense,pool_deposits,pool_withdrawals,net_pool_savings,credit_drawn,net_cashflow,savings_rate_pct,expense_to_income_pct,txn_count
drv_kumar_sg_12,Kumar Raj,grower,H,2025-04,SGD,8176.74,1588.57,6588.17,2873.53,1746.0,143.21,26.95,0.0,26.95,0.0,3687.69,0.4,43.6,216
drv_kumar_sg_12,Kumar Raj,grower,H,2025-05,SGD,8231.73,1609.55,6622.18,3218.78,2217.47,112.24,86.38,0.0,86.38,0.0,3317.02,1.3,48.6,211
drv_kumar_sg_12,Kumar Raj,grower,H,2025-06,SGD,7802.75,1530.82,6271.93,2811.66,1930.79,60.02,68.44,0.0,68.44,0.0,3391.83,1.1,44.8,197
drv_kumar_sg_12,Kumar Raj,grower,H,2025-07,SGD,8263.85,1612.73,6651.12,3199.5,2073.11,130.03,116.12,0.0,116.12,0.0,3335.5,1.7,48.1,212
drv_kumar_sg_12,Kumar Raj,grower,H,2025-08,SGD,7579.05,1488.42,6090.63,3200.5,2148.32,90.3,61.65,0.0,61.65,0.0,2828.48,1.0,52.5,205
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09,SGD,7634.43,1478.38,6156.05,3133.82,2033.83,225.16,79.76,0.0,79.76,0.0,2942.47,1.3,50.9,208
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10,SGD,7980.23,1567.62,6412.61,3129.01,1898.57,100.53,169.85,0.0,169.85,0.0,3113.75,2.6,48.8,221
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11,SGD,7476.12,1466.51,6009.61,2939.15,1975.07,24.19,102.37,0.0,102.37,0.0,2968.09,1.7,48.9,209
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12,SGD,7095.36,1398.73,5696.63,2966.64,1995.65,124.22,80.23,0.0,80.23,0.0,2649.76,1.4,52.1,190
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01,SGD,8622.1,1687.13,6934.97,3350.23,2202.35,130.39,73.97,0.0,73.97,0.0,3510.77,1.1,48.3,221
drv_kumar_sg_12,Kumar Raj,grower,H,2026-02,SGD,6748.58,1323.79,5424.79,3055.73,2019.8,137.06,33.52,0.0,33.52,0.0,2335.54,0.6,56.3,198
drv_kumar_sg_12,Kumar Raj,grower,H,2026-03,SGD,6862.43,1348.49,5513.94,2902.04,1878.15,98.57,127.56,0.0,127.56,0.0,2484.34,2.3,52.6,202
drv_kumar_sg_12,Kumar Raj,grower,H,2026-04,SGD,7663.26,1509.42,6153.84,3220.59,2135.36,64.32,93.01,0.0,93.01,0.0,2840.24,1.5,52.3,203
drv_kumar_sg_12,Kumar Raj,grower,H,2026-05,SGD,4094.79,792.6,3302.19,2495.59,1801.2,82.7,110.6,0.0,110.6,0.0,696.0,3.3,75.6,105
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2024-11,SGD,2122.43,418.75,1703.68,1090.91,583.31,183.09,0.0,0.0,0.0,0.0,612.77,0.0,64.0,76
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2024-12,SGD,4784.65,941.48,3843.17,3378.33,2220.05,297.41,0.0,0.0,0.0,0.0,464.84,0.0,87.9,153
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2025-01,SGD,5065.23,995.8,4069.43,3448.19,2082.21,416.13,0.0,0.0,0.0,0.0,621.24,0.0,84.7,179
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2025-02,SGD,3931.38,773.96,3157.42,2970.93,1844.23,207.94,48.77,0.0,48.77,0.0,137.72,1.5,94.1,144
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2025-03,SGD,4870.16,952.67,3917.49,3337.35,1931.49,316.38,0.0,0.0,0.0,0.0,580.14,0.0,85.2,175
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2025-04,SGD,5227.17,1025.61,4201.56,3650.1,2372.53,312.5,0.0,0.0,0.0,0.0,551.46,0.0,86.9,184
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2025-05,SGD,5128.78,1016.42,4112.36,3861.81,2382.41,325.75,0.0,0.0,0.0,0.0,250.55,0.0,93.9,179
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2025-06,SGD,5179.15,1020.64,4158.51,3563.15,2110.39,329.61,0.0,0.0,0.0,0.0,595.36,0.0,85.7,175
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2025-07,SGD,5868.25,1136.11,4732.14,3734.27,2302.52,523.36,0.0,0.0,0.0,0.0,997.87,0.0,78.9,186
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2025-08,SGD,5245.78,1024.77,4221.01,3828.07,2349.13,326.34,0.0,0.0,0.0,0.0,392.94,0.0,90.7,176
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2025-09,SGD,5057.31,985.45,4071.86,4468.81,2930.0,444.44,0.0,0.0,0.0,0.0,-396.95,0.0,109.7,198
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2025-10,SGD,5491.01,1069.46,4421.55,3596.05,2137.12,418.48,13.11,0.0,13.11,0.0,812.39,0.3,81.3,191
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2025-11,SGD,5110.55,998.75,4111.8,3864.09,2581.15,321.98,32.34,0.0,32.34,0.0,215.37,0.8,94.0,179
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2025-12,SGD,5681.9,1123.04,4558.86,3843.96,2245.25,441.63,0.0,0.0,0.0,0.0,714.9,0.0,84.3,192
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2026-01,SGD,5628.87,1105.23,4523.64,3747.61,2330.51,172.07,0.0,0.0,0.0,0.0,776.03,0.0,82.8,178
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2026-02,SGD,4447.0,865.63,3581.37,3678.01,2195.39,446.5,0.0,0.0,0.0,0.0,-96.64,0.0,102.7,183
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2026-03,SGD,4438.32,864.43,3573.89,3611.65,2209.94,402.68,0.0,0.0,0.0,0.0,-37.76,0.0,101.1,175
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2026-04,SGD,4935.42,963.8,3971.62,3813.79,2424.48,376.56,0.0,0.0,0.0,0.0,157.83,0.0,96.0,170
drv_mei_sg_11,Mei Lin Tan,firefighter,M,2026-05,SGD,2553.25,499.22,2054.03,2372.4,1555.71,111.74,19.11,0.0,19.11,0.0,-337.48,0.9,115.5,97
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2024-11,SGD,2014.37,390.16,1624.21,738.35,389.38,21.41,64.15,0.0,64.15,0.0,821.71,3.9,45.5,99
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2024-12,SGD,4013.57,791.46,3222.11,2580.59,1668.75,0.0,153.51,0.0,153.51,0.0,488.01,4.8,80.1,198
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-01,SGD,4247.78,824.44,3423.34,2484.29,1375.03,51.79,208.4,0.0,208.4,0.0,730.65,6.1,72.6,213
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-02,SGD,3488.29,679.67,2808.62,2678.22,1743.02,84.61,155.11,0.0,155.11,0.0,-24.71,5.5,95.4,193
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-03,SGD,3878.57,759.26,3119.31,2279.43,1448.7,33.46,116.91,0.0,116.91,0.0,722.97,3.7,73.1,203
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-04,SGD,3855.8,752.9,3102.9,2720.6,1687.56,116.67,123.31,0.0,123.31,0.0,258.99,4.0,87.7,210
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-05,SGD,4059.87,800.72,3259.15,2763.3,1664.01,51.26,202.69,0.0,202.69,0.0,293.16,6.2,84.8,218
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-06,SGD,3781.36,746.18,3035.18,2129.36,1261.16,62.57,149.82,0.0,149.82,0.0,756.0,4.9,70.2,197
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-07,SGD,4450.22,866.6,3583.62,2163.36,1305.82,21.87,149.65,0.0,149.65,0.0,1270.61,4.2,60.4,196
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-08,SGD,3783.36,747.24,3036.12,2736.13,1694.53,134.46,143.67,0.0,143.67,0.0,156.32,4.7,90.1,200
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-09,SGD,3915.39,766.87,3148.52,2609.43,1691.49,49.12,110.97,0.0,110.97,0.0,428.12,3.5,82.9,196
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10,SGD,3975.15,779.87,3195.28,2783.47,1660.22,62.07,225.65,0.0,225.65,0.0,186.16,7.1,87.1,213
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11,SGD,3893.16,758.15,3135.01,2700.06,1565.19,133.31,161.19,0.0,161.19,0.0,273.76,5.1,86.1,210
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12,SGD,4683.58,845.35,3838.23,2716.12,1653.72,97.96,113.2,0.0,113.2,0.0,1008.91,2.9,70.8,200
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01,SGD,2845.07,548.88,2296.19,2779.66,1751.29,9.99,152.17,0.0,152.17,0.0,-635.64,6.6,121.1,172
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02,SGD,3302.7,645.54,2657.16,2682.55,1591.18,80.67,163.01,0.0,163.01,0.0,-188.4,6.1,101.0,199
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-03,SGD,3744.74,732.31,3012.43,2649.58,1707.93,48.81,105.7,0.0,105.7,0.0,257.15,3.5,88.0,205
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-04,SGD,3844.41,751.14,3093.27,2381.16,1544.36,54.12,145.61,0.0,145.61,0.0,566.5,4.7,77.0,193
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-05,SGD,1863.43,367.0,1496.43,2248.86,1334.23,147.41,71.39,0.0,71.39,0.0,-823.82,4.8,150.3,109
drv_siti_sg_10,Siti Rahman,firefighter,M,2024-11,SGD,2742.46,537.99,2204.47,1514.15,738.2,404.93,0.0,0.0,0.0,0.0,690.32,0.0,68.7,98
drv_siti_sg_10,Siti Rahman,firefighter,M,2024-12,SGD,5999.37,1179.99,4819.38,4049.94,2352.43,521.51,0.0,0.0,0.0,0.0,769.44,0.0,84.0,194
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-01,SGD,5229.68,1023.56,4206.12,5021.34,3385.75,438.82,0.0,0.0,0.0,0.0,-815.22,0.0,119.4,191
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-02,SGD,5026.76,987.97,4038.79,3515.5,2225.91,331.21,0.0,0.0,0.0,0.0,523.29,0.0,87.0,176
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-03,SGD,3738.99,727.31,3011.68,3537.16,2105.64,428.58,8.89,0.0,8.89,0.0,-534.37,0.3,117.4,196
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-04,SGD,4943.63,975.93,3967.7,3818.08,2379.02,390.73,0.0,0.0,0.0,0.0,149.62,0.0,96.2,186
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-05,SGD,5758.06,1126.46,4631.6,3493.33,2008.08,280.63,7.71,0.0,7.71,0.0,1130.56,0.2,75.4,196
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-06,SGD,5615.2,1094.34,4520.86,3900.26,2226.25,458.72,11.23,0.0,11.23,0.0,609.37,0.2,86.3,193
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-07,SGD,5801.33,1131.37,4669.96,3697.64,2247.34,274.24,12.92,0.0,12.92,0.0,959.4,0.3,79.2,186
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-08,SGD,3641.1,712.64,2928.46,3604.92,2103.27,331.75,0.0,0.0,0.0,0.0,-676.46,0.0,123.1,151
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-09,SGD,4435.1,876.45,3558.65,3305.94,1985.64,271.35,0.0,0.0,0.0,0.0,252.71,0.0,92.9,150
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-10,SGD,5045.35,977.43,4067.92,3793.84,2067.51,514.97,17.52,0.0,17.52,0.0,256.56,0.4,93.3,188
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-11,SGD,5692.98,1112.44,4580.54,3862.18,2383.66,323.76,0.0,0.0,0.0,0.0,718.36,0.0,84.3,190
drv_siti_sg_10,Siti Rahman,firefighter,M,2025-12,SGD,5536.85,1083.31,4453.54,3420.86,1998.04,244.33,17.82,0.0,17.82,0.0,1014.86,0.4,76.8,191
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-01,SGD,5720.53,1123.41,4597.12,3968.47,2333.02,356.94,0.0,0.0,0.0,0.0,628.65,0.0,86.3,189
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-02,SGD,4259.34,836.18,3423.16,3562.11,2231.21,364.38,0.0,0.0,0.0,0.0,-138.95,0.0,104.1,169
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-03,SGD,3667.94,728.77,2939.17,3648.07,2101.14,361.53,0.0,0.0,0.0,0.0,-708.9,0.0,124.1,182
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-04,SGD,5052.58,993.49,4059.09,3796.08,2365.72,465.93,0.0,0.0,0.0,0.0,263.01,0.0,93.5,177
drv_siti_sg_10,Siti Rahman,firefighter,M,2026-05,SGD,2693.68,527.2,2166.48,2425.13,1511.86,128.08,0.0,0.0,0.0,0.0,-258.65,0.0,111.9,93
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2024-11,SGD,3029.84,592.96,2436.88,865.57,450.49,65.87,61.96,0.0,61.96,0.0,1509.35,2.5,35.5,87
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2024-12,SGD,5993.35,1171.66,4821.69,2688.99,1694.48,41.27,110.54,0.0,110.54,0.0,2022.16,2.3,55.8,175
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2025-01,SGD,5968.92,1154.09,4814.83,2909.63,1739.7,83.39,161.27,0.0,161.27,0.0,1743.93,3.3,60.4,199
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2025-02,SGD,3822.72,741.14,3081.58,2436.54,1473.21,120.83,37.36,0.0,37.36,0.0,607.68,1.2,79.1,132
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2025-03,SGD,3711.62,722.88,2988.74,2368.64,1381.66,46.54,105.2,0.0,105.2,0.0,514.9,3.5,79.3,148
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2025-04,SGD,4895.81,957.84,3937.97,2785.3,1811.92,61.18,129.43,0.0,129.43,0.0,1023.24,3.3,70.7,177
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2025-05,SGD,5663.07,1108.3,4554.77,4208.63,3157.18,36.24,193.31,0.0,193.31,0.0,152.83,4.2,92.4,186
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2025-06,SGD,6229.37,1217.59,5011.78,2521.01,1485.53,59.82,109.79,0.0,109.79,0.0,2380.98,2.2,50.3,177
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2025-07,SGD,5849.48,1153.03,4696.45,2753.16,1641.97,85.74,106.11,0.0,106.11,0.0,1837.18,2.3,58.6,190
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2025-08,SGD,5896.34,1165.84,4730.5,2656.13,1544.87,71.26,166.14,0.0,166.14,0.0,1908.23,3.5,56.1,192
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2025-09,SGD,5247.83,1037.42,4210.41,2810.49,1736.66,42.25,162.21,0.0,162.21,0.0,1237.71,3.9,66.8,173
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2025-10,SGD,5872.55,1146.37,4726.18,2819.82,1783.43,110.03,144.12,0.0,144.12,0.0,1762.24,3.0,59.7,189
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2025-11,SGD,6010.61,1180.03,4830.58,2725.48,1747.09,114.77,161.32,0.0,161.32,0.0,1943.78,3.3,56.4,176
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2025-12,SGD,6015.81,1179.43,4836.38,2401.99,1344.13,91.38,192.22,0.0,192.22,0.0,2242.17,4.0,49.7,182
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2026-01,SGD,6298.14,1223.64,5074.5,2546.78,1500.95,23.38,232.68,0.0,232.68,0.0,2295.04,4.6,50.2,204
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2026-02,SGD,4614.09,911.95,3702.14,2207.53,1414.25,34.14,163.94,0.0,163.94,0.0,1330.67,4.4,59.6,153
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2026-03,SGD,4336.22,849.04,3487.18,2457.69,1534.95,33.06,82.2,0.0,82.2,0.0,947.29,2.4,70.5,180
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2026-04,SGD,5810.45,1148.82,4661.63,2585.4,1711.06,0.0,138.23,0.0,138.23,0.0,1938.0,3.0,55.5,177
drv_wei_sg_13,Wei Jie Lim,stabilizer,M,2026-05,SGD,2884.09,570.97,2313.12,1775.92,1156.6,0.0,114.27,0.0,114.27,0.0,422.93,4.9,76.8,90
