driver_id,driver_name,persona,month,category,currency,total_amount,txn_count,avg_amount,min_amount,max_amount
drv_daniel_sg_15,Daniel Goh,firefighter,2024-12,VEHICLE_FUEL,SGD,583.46,26,22.44,16.45,30.96
drv_daniel_sg_15,Daniel Goh,firefighter,2024-12,VEHICLE_MAINT,SGD,231.59,17,13.62,2.72,134.86
drv_daniel_sg_15,Daniel Goh,firefighter,2025-01,DEBT_REPAY,SGD,318.92,2,159.46,46.75,272.17
drv_daniel_sg_15,Daniel Goh,firefighter,2025-01,DISCRETIONARY,SGD,338.22,12,28.19,13.94,45.2
drv_daniel_sg_15,Daniel Goh,firefighter,2025-01,FOOD_HOUSE,SGD,300.99,4,75.25,49.06,98.18
drv_daniel_sg_15,Daniel Goh,firefighter,2025-01,FOOD_OUT,SGD,529.97,55,9.64,4.78,13.74
drv_daniel_sg_15,Daniel Goh,firefighter,2025-01,HOUSING,SGD,714.91,1,714.91,714.91,714.91
drv_daniel_sg_15,Daniel Goh,firefighter,2025-01,PLATFORM_DEDUCT,SGD,789.47,26,30.36,16.43,41.01
drv_daniel_sg_15,Daniel Goh,firefighter,2025-01,RELIGIOUS_GIVING,SGD,42.86,5,8.57,5.18,15.24
drv_daniel_sg_15,Daniel Goh,firefighter,2025-01,TELECOM,SGD,44.57,6,7.43,1.67,27.59
drv_daniel_sg_15,Daniel Goh,firefighter,2025-01,VEHICLE_FUEL,SGD,555.1,24,23.13,15.1,30.4
drv_daniel_sg_15,Daniel Goh,firefighter,2025-01,VEHICLE_MAINT,SGD,169.88,16,10.62,2.94,81.73
drv_daniel_sg_15,Daniel Goh,firefighter,2025-02,DEBT_REPAY,SGD,380.15,2,190.07,53.07,327.08
drv_daniel_sg_15,Daniel Goh,firefighter,2025-02,DISCRETIONARY,SGD,434.99,11,39.54,23.25,55.11
drv_daniel_sg_15,Daniel Goh,firefighter,2025-02,FOOD_HOUSE,SGD,307.77,4,76.94,61.03,101.1
drv_daniel_sg_15,Daniel Goh,firefighter,2025-02,FOOD_OUT,SGD,486.7,50,9.73,5.06,13.74
drv_daniel_sg_15,Daniel Goh,firefighter,2025-02,HEALTHCARE,SGD,43.4,1,43.4,43.4,43.4
drv_daniel_sg_15,Daniel Goh,firefighter,2025-02,HOUSING,SGD,584.81,1,584.81,584.81,584.81
drv_daniel_sg_15,Daniel Goh,firefighter,2025-02,MOVEMENTS_INTERNAL,SGD,21.65,1,21.65,21.65,21.65
drv_daniel_sg_15,Daniel Goh,firefighter,2025-02,PLATFORM_DEDUCT,SGD,683.35,24,28.47,11.64,40.91
drv_daniel_sg_15,Daniel Goh,firefighter,2025-02,RELIGIOUS_GIVING,SGD,28.71,4,7.18,5.38,9.59
drv_daniel_sg_15,Daniel Goh,firefighter,2025-02,TELECOM,SGD,68.87,6,11.48,2.72,47.98
drv_daniel_sg_15,Daniel Goh,firefighter,2025-02,VEHICLE_FUEL,SGD,458.72,20,22.94,15.21,28.69
drv_daniel_sg_15,Daniel Goh,firefighter,2025-02,VEHICLE_MAINT,SGD,214.62,16,13.41,3.98,117.6
drv_daniel_sg_15,Daniel Goh,firefighter,2025-03,DEBT_REPAY,SGD,347.29,2,173.64,71.85,275.44
drv_daniel_sg_15,Daniel Goh,firefighter,2025-03,DISCRETIONARY,SGD,503.14,12,41.93,15.53,56.77
drv_daniel_sg_15,Daniel Goh,firefighter,2025-03,FOOD_HOUSE,SGD,384.2,5,76.84,56.7,101.03
drv_daniel_sg_15,Daniel Goh,firefighter,2025-03,FOOD_OUT,SGD,417.36,48,8.7,4.64,13.75
drv_daniel_sg_15,Daniel Goh,firefighter,2025-03,HEALTHCARE,SGD,39.67,1,39.67,39.67,39.67
drv_daniel_sg_15,Daniel Goh,firefighter,2025-03,HOUSING,SGD,850.28,1,850.28,850.28,850.28
drv_daniel_sg_15,Daniel Goh,firefighter,2025-03,PLATFORM_DEDUCT,SGD,586.48,27,21.72,8.79,28.18
drv_daniel_sg_15,Daniel Goh,firefighter,2025-03,RELIGIOUS_GIVING,SGD,39.54,4,9.88,6.66,14.6
drv_daniel_sg_15,Daniel Goh,firefighter,2025-03,TELECOM,SGD,55.95,9,6.22,1.77,28.03
drv_daniel_sg_15,Daniel Goh,firefighter,2025-03,VEHICLE_FUEL,SGD,598.78,25,23.95,15.31,29.94
drv_daniel_sg_15,Daniel Goh,firefighter,2025-03,VEHICLE_MAINT,SGD,230.04,18,12.78,2.73,122.78
drv_daniel_sg_15,Daniel Goh,firefighter,2025-04,DEBT_REPAY,SGD,283.2,2,141.6,64.97,218.23
drv_daniel_sg_15,Daniel Goh,firefighter,2025-04,DISCRETIONARY,SGD,309.8,8,38.73,18.22,57.2
drv_daniel_sg_15,Daniel Goh,firefighter,2025-04,FOOD_HOUSE,SGD,333.04,4,83.26,61.47,101.04
drv_daniel_sg_15,Daniel Goh,firefighter,2025-04,FOOD_OUT,SGD,458.19,52,8.81,4.78,13.57
drv_daniel_sg_15,Daniel Goh,firefighter,2025-04,HOUSING,SGD,801.71,1,801.71,801.71,801.71
drv_daniel_sg_15,Daniel Goh,firefighter,2025-04,PLATFORM_DEDUCT,SGD,704.64,26,27.1,11.93,43.38
drv_daniel_sg_15,Daniel Goh,firefighter,2025-04,RELIGIOUS_GIVING,SGD,34.88,4,8.72,5.79,13.47
drv_daniel_sg_15,Daniel Goh,firefighter,2025-04,TELECOM,SGD,45.48,5,9.1,1.71,30.95
drv_daniel_sg_15,Daniel Goh,firefighter,2025-04,VEHICLE_FUEL,SGD,537.79,23,23.38,15.72,30.88
drv_daniel_sg_15,Daniel Goh,firefighter,2025-04,VEHICLE_MAINT,SGD,253.1,16,15.82,2.6,139.2
drv_daniel_sg_15,Daniel Goh,firefighter,2025-05,DEBT_REPAY,SGD,263.96,2,131.98,40.76,223.2
drv_daniel_sg_15,Daniel Goh,firefighter,2025-05,DISCRETIONARY,SGD,459.74,12,38.31,15.76,57.27
drv_daniel_sg_15,Daniel Goh,firefighter,2025-05,FOOD_HOUSE,SGD,354.71,5,70.94,50.34,92.12
drv_daniel_sg_15,Daniel Goh,firefighter,2025-05,FOOD_OUT,SGD,439.59,49,8.97,4.8,13.63
drv_daniel_sg_15,Daniel Goh,firefighter,2025-05,HEALTHCARE,SGD,90.48,1,90.48,90.48,90.48
drv_daniel_sg_15,Daniel Goh,firefighter,2025-05,HOUSING,SGD,781.31,1,781.31,781.31,781.31
drv_daniel_sg_15,Daniel Goh,firefighter,2025-05,PLATFORM_DEDUCT,SGD,734.19,26,28.24,13.67,42.21
drv_daniel_sg_15,Daniel Goh,firefighter,2025-05,RELIGIOUS_GIVING,SGD,55.01,5,11.0,8.55,13.65
drv_daniel_sg_15,Daniel Goh,firefighter,2025-05,TELECOM,SGD,79.92,9,8.88,1.83,51.24
drv_daniel_sg_15,Daniel Goh,firefighter,2025-05,VEHICLE_FUEL,SGD,551.18,25,22.05,15.1,30.58
drv_daniel_sg_15,Daniel Goh,firefighter,2025-05,VEHICLE_MAINT,SGD,198.67,13,15.28,2.65,127.65
drv_daniel_sg_15,Daniel Goh,firefighter,2025-06,DEBT_REPAY,SGD,337.87,2,168.94,85.26,252.61
drv_daniel_sg_15,Daniel Goh,firefighter,2025-06,DISCRETIONARY,SGD,304.05,11,27.64,11.57,53.26
drv_daniel_sg_15,Daniel Goh,firefighter,2025-06,FOOD_HOUSE,SGD,334.22,4,83.56,65.75,100.28
drv_daniel_sg_15,Daniel Goh,firefighter,2025-06,FOOD_OUT,SGD,468.43,50,9.37,4.74,13.79
drv_daniel_sg_15,Daniel Goh,firefighter,2025-06,HEALTHCARE,SGD,1035.21,1,1035.21,1035.21,1035.21
drv_daniel_sg_15,Daniel Goh,firefighter,2025-06,HOUSING,SGD,809.88,1,809.88,809.88,809.88
drv_daniel_sg_15,Daniel Goh,firefighter,2025-06,PLATFORM_DEDUCT,SGD,839.98,26,32.31,13.47,46.37
drv_daniel_sg_15,Daniel Goh,firefighter,2025-06,RELIGIOUS_GIVING,SGD,45.93,4,11.48,7.58,14.95
drv_daniel_sg_15,Daniel Goh,firefighter,2025-06,TELECOM,SGD,69.83,9,7.76,1.76,36.51
drv_daniel_sg_15,Daniel Goh,firefighter,2025-06,VEHICLE_FUEL,SGD,560.86,25,22.43,15.24,30.15
drv_daniel_sg_15,Daniel Goh,firefighter,2025-06,VEHICLE_MAINT,SGD,227.09,19,11.95,2.34,117.26
drv_daniel_sg_15,Daniel Goh,firefighter,2025-07,DEBT_REPAY,SGD,334.66,2,167.33,55.19,279.47
drv_daniel_sg_15,Daniel Goh,firefighter,2025-07,DISCRETIONARY,SGD,378.78,12,31.56,13.08,56.38
drv_daniel_sg_15,Daniel Goh,firefighter,2025-07,FOOD_HOUSE,SGD,256.1,4,64.03,49.19,81.04
drv_daniel_sg_15,Daniel Goh,firefighter,2025-07,FOOD_OUT,SGD,478.17,52,9.2,4.77,13.68
drv_daniel_sg_15,Daniel Goh,firefighter,2025-07,HEALTHCARE,SGD,37.98,1,37.98,37.98,37.98
drv_daniel_sg_15,Daniel Goh,firefighter,2025-07,HOUSING,SGD,932.93,1,932.93,932.93,932.93
drv_daniel_sg_15,Daniel Goh,firefighter,2025-07,MOVEMENTS_INTERNAL,SGD,7.17,1,7.17,7.17,7.17
drv_daniel_sg_15,Daniel Goh,firefighter,2025-07,PLATFORM_DEDUCT,SGD,779.74,26,29.99,16.04,42.86
drv_daniel_sg_15,Daniel Goh,firefighter,2025-07,RELIGIOUS_GIVING,SGD,42.17,4,10.54,6.11,13.8
drv_daniel_sg_15,Daniel Goh,firefighter,2025-07,TELECOM,SGD,52.04,4,13.01,2.64,40.48
drv_daniel_sg_15,Daniel Goh,firefighter,2025-07,VEHICLE_FUEL,SGD,591.5,26,22.75,16.14,30.99
drv_daniel_sg_15,Daniel Goh,firefighter,2025-07,VEHICLE_MAINT,SGD,230.89,18,12.83,3.11,123.81
drv_daniel_sg_15,Daniel Goh,firefighter,2025-08,DEBT_REPAY,SGD,392.96,2,196.48,64.29,328.67
drv_daniel_sg_15,Daniel Goh,firefighter,2025-08,DISCRETIONARY,SGD,448.52,14,32.04,12.14,57.21
drv_daniel_sg_15,Daniel Goh,firefighter,2025-08,FOOD_HOUSE,SGD,426.16,5,85.23,65.05,99.1
drv_daniel_sg_15,Daniel Goh,firefighter,2025-08,FOOD_OUT,SGD,527.63,61,8.65,4.65,13.37
drv_daniel_sg_15,Daniel Goh,firefighter,2025-08,HOUSING,SGD,743.36,1,743.36,743.36,743.36
drv_daniel_sg_15,Daniel Goh,firefighter,2025-08,MOVEMENTS_INTERNAL,SGD,29.76,2,14.88,11.29,18.47
drv_daniel_sg_15,Daniel Goh,firefighter,2025-08,PLATFORM_DEDUCT,SGD,829.56,27,30.72,15.74,41.97
drv_daniel_sg_15,Daniel Goh,firefighter,2025-08,RELIGIOUS_GIVING,SGD,54.43,5,10.89,6.67,15.28
drv_daniel_sg_15,Daniel Goh,firefighter,2025-08,TELECOM,SGD,78.62,8,9.83,2.59,50.62
drv_daniel_sg_15,Daniel Goh,firefighter,2025-08,VEHICLE_FUEL,SGD,492.33,23,21.41,15.31,30.39
drv_daniel_sg_15,Daniel Goh,firefighter,2025-08,VEHICLE_MAINT,SGD,189.93,14,13.57,2.95,99.25
drv_daniel_sg_15,Daniel Goh,firefighter,2025-09,DEBT_REPAY,SGD,304.71,2,152.35,56.49,248.22
drv_daniel_sg_15,Daniel Goh,firefighter,2025-09,DISCRETIONARY,SGD,419.55,12,34.96,13.09,49.88
drv_daniel_sg_15,Daniel Goh,firefighter,2025-09,FOOD_HOUSE,SGD,361.95,4,90.49,78.51,97.0
drv_daniel_sg_15,Daniel Goh,firefighter,2025-09,FOOD_OUT,SGD,437.08,49,8.92,4.73,13.52
drv_daniel_sg_15,Daniel Goh,firefighter,2025-09,HOUSING,SGD,793.42,1,793.42,793.42,793.42
drv_daniel_sg_15,Daniel Goh,firefighter,2025-09,PLATFORM_DEDUCT,SGD,715.53,26,27.52,10.72,43.45
drv_daniel_sg_15,Daniel Goh,firefighter,2025-09,RELIGIOUS_GIVING,SGD,46.02,4,11.5,6.79,14.7
drv_daniel_sg_15,Daniel Goh,firefighter,2025-09,TELECOM,SGD,61.28,3,20.43,2.81,53.11
drv_daniel_sg_15,Daniel Goh,firefighter,2025-09,VEHICLE_FUEL,SGD,553.73,23,24.08,15.46,30.9
drv_daniel_sg_15,Daniel Goh,firefighter,2025-09,VEHICLE_MAINT,SGD,190.07,17,11.18,2.52,105.25
drv_daniel_sg_15,Daniel Goh,firefighter,2025-10,DEBT_REPAY,SGD,405.17,2,202.58,74.89,330.28
drv_daniel_sg_15,Daniel Goh,firefighter,2025-10,DISCRETIONARY,SGD,376.0,13,28.92,11.65,54.08
drv_daniel_sg_15,Daniel Goh,firefighter,2025-10,FOOD_HOUSE,SGD,308.54,4,77.14,73.33,79.91
drv_daniel_sg_15,Daniel Goh,firefighter,2025-10,FOOD_OUT,SGD,472.88,54,8.76,4.62,13.69
drv_daniel_sg_15,Daniel Goh,firefighter,2025-10,HOUSING,SGD,822.16,1,822.16,822.16,822.16
drv_daniel_sg_15,Daniel Goh,firefighter,2025-10,PLATFORM_DEDUCT,SGD,770.72,26,29.64,15.26,41.64
drv_daniel_sg_15,Daniel Goh,firefighter,2025-10,RELIGIOUS_GIVING,SGD,44.72,5,8.94,5.81,13.39
drv_daniel_sg_15,Daniel Goh,firefighter,2025-10,TELECOM,SGD,43.41,4,10.85,1.17,36.07
drv_daniel_sg_15,Daniel Goh,firefighter,2025-10,VEHICLE_FUEL,SGD,602.15,26,23.16,15.33,30.93
drv_daniel_sg_15,Daniel Goh,firefighter,2025-10,VEHICLE_MAINT,SGD,207.12,17,12.18,2.79,91.93
drv_daniel_sg_15,Daniel Goh,firefighter,2025-11,DEBT_REPAY,SGD,306.54,2,153.27,89.01,217.53
drv_daniel_sg_15,Daniel Goh,firefighter,2025-11,DISCRETIONARY,SGD,394.4,10,39.44,17.78,53.59
drv_daniel_sg_15,Daniel Goh,firefighter,2025-11,FOOD_HOUSE,SGD,352.74,5,70.55,48.81,95.23
drv_daniel_sg_15,Daniel Goh,firefighter,2025-11,FOOD_OUT,SGD,463.12,51,9.08,4.87,13.64
drv_daniel_sg_15,Daniel Goh,firefighter,2025-11,HOUSING,SGD,625.12,1,625.12,625.12,625.12
drv_daniel_sg_15,Daniel Goh,firefighter,2025-11,MOVEMENTS_INTERNAL,SGD,11.08,1,11.08,11.08,11.08
drv_daniel_sg_15,Daniel Goh,firefighter,2025-11,PLATFORM_DEDUCT,SGD,780.78,26,30.03,14.08,44.07
drv_daniel_sg_15,Daniel Goh,firefighter,2025-11,RELIGIOUS_GIVING,SGD,36.34,4,9.09,5.02,11.88
drv_daniel_sg_15,Daniel Goh,firefighter,2025-11,TELECOM,SGD,43.07,6,7.18,2.37,27.32
drv_daniel_sg_15,Daniel Goh,firefighter,2025-11,VEHICLE_FUEL,SGD,592.01,24,24.67,15.45,30.66
drv_daniel_sg_15,Daniel Goh,firefighter,2025-11,VEHICLE_MAINT,SGD,231.76,16,14.49,2.49,134.37
drv_daniel_sg_15,Daniel Goh,firefighter,2025-12,DEBT_REPAY,SGD,268.05,2,134.03,87.64,180.41
drv_daniel_sg_15,Daniel Goh,firefighter,2025-12,DISCRETIONARY,SGD,143.69,6,23.95,14.2,52.15
drv_daniel_sg_15,Daniel Goh,firefighter,2025-12,FOOD_HOUSE,SGD,297.36,4,74.34,60.71,96.13
drv_daniel_sg_15,Daniel Goh,firefighter,2025-12,FOOD_OUT,SGD,437.85,50,8.76,4.66,13.79
drv_daniel_sg_15,Daniel Goh,firefighter,2025-12,HOUSING,SGD,588.89,1,588.89,588.89,588.89
drv_daniel_sg_15,Daniel Goh,firefighter,2025-12,MOVEMENTS_INTERNAL,SGD,10.08,1,10.08,10.08,10.08
drv_daniel_sg_15,Daniel Goh,firefighter,2025-12,PLATFORM_DEDUCT,SGD,770.08,27,28.52,12.03,45.92
drv_daniel_sg_15,Daniel Goh,firefighter,2025-12,RELIGIOUS_GIVING,SGD,36.47,4,9.12,5.17,15.96
drv_daniel_sg_15,Daniel Goh,firefighter,2025-12,TELECOM,SGD,57.99,8,7.25,2.08,32.09
drv_daniel_sg_15,Daniel Goh,firefighter,2025-12,VEHICLE_FUEL,SGD,602.98,27,22.33,15.34,29.66
drv_daniel_sg_15,Daniel Goh,firefighter,2025-12,VEHICLE_MAINT,SGD,222.38,16,13.9,2.43,130.85
drv_daniel_sg_15,Daniel Goh,firefighter,2026-01,DEBT_REPAY,SGD,301.01,2,150.5,62.89,238.12
drv_daniel_sg_15,Daniel Goh,firefighter,2026-01,DISCRETIONARY,SGD,237.5,8,29.69,12.04,50.17
drv_daniel_sg_15,Daniel Goh,firefighter,2026-01,FOOD_HOUSE,SGD,379.44,5,75.89,49.67,100.12
drv_daniel_sg_15,Daniel Goh,firefighter,2026-01,FOOD_OUT,SGD,440.02,50,8.8,4.95,13.75
drv_daniel_sg_15,Daniel Goh,firefighter,2026-01,HEALTHCARE,SGD,63.18,1,63.18,63.18,63.18
drv_daniel_sg_15,Daniel Goh,firefighter,2026-01,HOUSING,SGD,682.02,1,682.02,682.02,682.02
drv_daniel_sg_15,Daniel Goh,firefighter,2026-01,PLATFORM_DEDUCT,SGD,686.57,26,26.41,10.25,43.54
drv_daniel_sg_15,Daniel Goh,firefighter,2026-01,RELIGIOUS_GIVING,SGD,49.42,5,9.88,5.3,15.4
drv_daniel_sg_15,Daniel Goh,firefighter,2026-01,TELECOM,SGD,82.04,10,8.2,1.64,54.89
drv_daniel_sg_15,Daniel Goh,firefighter,2026-01,VEHICLE_FUEL,SGD,526.24,24,21.93,15.1,30.72
drv_daniel_sg_15,Daniel Goh,firefighter,2026-01,VEHICLE_MAINT,SGD,226.79,18,12.6,2.67,129.61
drv_daniel_sg_15,Daniel Goh,firefighter,2026-02,DEBT_REPAY,SGD,317.76,2,158.88,39.25,278.51
drv_daniel_sg_15,Daniel Goh,firefighter,2026-02,DISCRETIONARY,SGD,346.34,11,31.49,15.61,50.68
drv_daniel_sg_15,Daniel Goh,firefighter,2026-02,FOOD_HOUSE,SGD,272.6,4,68.15,51.98,97.55
drv_daniel_sg_15,Daniel Goh,firefighter,2026-02,FOOD_OUT,SGD,232.28,25,9.29,4.97,13.71
drv_daniel_sg_15,Daniel Goh,firefighter,2026-02,HOUSING,SGD,567.81,1,567.81,567.81,567.81
drv_daniel_sg_15,Daniel Goh,firefighter,2026-02,PLATFORM_DEDUCT,SGD,356.09,16,22.26,13.92,35.11
drv_daniel_sg_15,Daniel Goh,firefighter,2026-02,RELIGIOUS_GIVING,SGD,36.5,4,9.12,5.32,13.34
drv_daniel_sg_15,Daniel Goh,firefighter,2026-02,TELECOM,SGD,45.97,6,7.66,1.5,26.21
drv_daniel_sg_15,Daniel Goh,firefighter,2026-02,VEHICLE_FUEL,SGD,334.42,15,22.29,15.7,30.61
drv_daniel_sg_15,Daniel Goh,firefighter,2026-02,VEHICLE_MAINT,SGD,185.22,13,14.25,2.46,118.06
drv_daniel_sg_15,Daniel Goh,firefighter,2026-03,DEBT_REPAY,SGD,298.24,2,149.12,34.11,264.13
drv_daniel_sg_15,Daniel Goh,firefighter,2026-03,DISCRETIONARY,SGD,528.68,14,37.76,19.9,52.49
drv_daniel_sg_15,Daniel Goh,firefighter,2026-03,FOOD_HOUSE,SGD,260.15,4,65.04,53.25,78.03
drv_daniel_sg_15,Daniel Goh,firefighter,2026-03,FOOD_OUT,SGD,437.11,51,8.57,4.66,13.62
drv_daniel_sg_15,Daniel Goh,firefighter,2026-03,HOUSING,SGD,917.12,1,917.12,917.12,917.12
drv_daniel_sg_15,Daniel Goh,firefighter,2026-03,MOVEMENTS_INTERNAL,SGD,18.29,1,18.29,18.29,18.29
drv_daniel_sg_15,Daniel Goh,firefighter,2026-03,PLATFORM_DEDUCT,SGD,565.16,27,20.93,6.91,42.68
drv_daniel_sg_15,Daniel Goh,firefighter,2026-03,RELIGIOUS_GIVING,SGD,39.34,4,9.83,6.93,15.69
drv_daniel_sg_15,Daniel Goh,firefighter,2026-03,TELECOM,SGD,66.38,8,8.3,2.06,40.67
drv_daniel_sg_15,Daniel Goh,firefighter,2026-03,VEHICLE_FUEL,SGD,643.27,27,23.82,15.05,30.77
drv_daniel_sg_15,Daniel Goh,firefighter,2026-03,VEHICLE_MAINT,SGD,207.07,16,12.94,2.78,119.93
drv_daniel_sg_15,Daniel Goh,firefighter,2026-04,DEBT_REPAY,SGD,365.39,2,182.69,93.62,271.77
drv_daniel_sg_15,Daniel Goh,firefighter,2026-04,DISCRETIONARY,SGD,423.72,12,35.31,11.93,54.22
drv_daniel_sg_15,Daniel Goh,firefighter,2026-04,FOOD_HOUSE,SGD,311.91,4,77.98,62.21,92.46
drv_daniel_sg_15,Daniel Goh,firefighter,2026-04,FOOD_OUT,SGD,437.2,49,8.92,4.6,13.56
drv_daniel_sg_15,Daniel Goh,firefighter,2026-04,HOUSING,SGD,833.26,1,833.26,833.26,833.26
drv_daniel_sg_15,Daniel Goh,firefighter,2026-04,PLATFORM_DEDUCT,SGD,720.3,25,28.81,17.93,41.29
drv_daniel_sg_15,Daniel Goh,firefighter,2026-04,RELIGIOUS_GIVING,SGD,39.86,4,9.96,5.05,15.83
drv_daniel_sg_15,Daniel Goh,firefighter,2026-04,TELECOM,SGD,47.14,5,9.43,2.11,31.92
drv_daniel_sg_15,Daniel Goh,firefighter,2026-04,VEHICLE_FUEL,SGD,596.45,25,23.86,15.41,30.89
drv_daniel_sg_15,Daniel Goh,firefighter,2026-04,VEHICLE_MAINT,SGD,186.14,19,9.8,2.56,85.53
drv_daniel_sg_15,Daniel Goh,firefighter,2026-05,DEBT_REPAY,SGD,322.7,1,322.7,322.7,322.7
drv_daniel_sg_15,Daniel Goh,firefighter,2026-05,DISCRETIONARY,SGD,125.31,4,31.33,21.7,45.21
drv_daniel_sg_15,Daniel Goh,firefighter,2026-05,FOOD_HOUSE,SGD,179.86,2,89.93,87.34,92.52
drv_daniel_sg_15,Daniel Goh,firefighter,2026-05,FOOD_OUT,SGD,222.08,26,8.54,5.53,12.01
drv_daniel_sg_15,Daniel Goh,firefighter,2026-05,HOUSING,SGD,562.04,1,562.04,562.04,562.04
drv_daniel_sg_15,Daniel Goh,firefighter,2026-05,PLATFORM_DEDUCT,SGD,367.65,13,28.28,22.49,38.61
drv_daniel_sg_15,Daniel Goh,firefighter,2026-05,RELIGIOUS_GIVING,SGD,29.05,3,9.68,7.41,11.93
drv_daniel_sg_15,Daniel Goh,firefighter,2026-05,TELECOM,SGD,46.17,3,15.39,2.65,37.78
drv_daniel_sg_15,Daniel Goh,firefighter,2026-05,VEHICLE_FUEL,SGD,267.92,12,22.33,15.26,30.41
drv_daniel_sg_15,Daniel Goh,firefighter,2026-05,VEHICLE_MAINT,SGD,140.2,8,17.53,2.31,97.13
drv_kumar_sg_12,Kumar Raj,grower,2024-11,DEBT_REPAY,SGD,32.0,1,32.0,32.0,32.0
drv_kumar_sg_12,Kumar Raj,grower,2024-11,DISCRETIONARY,SGD,39.03,1,39.03,39.03,39.03
drv_kumar_sg_12,Kumar Raj,grower,2024-11,FOOD_HOUSE,SGD,170.76,3,56.92,44.64,69.65
drv_kumar_sg_12,Kumar Raj,grower,2024-11,FOOD_OUT,SGD,175.99,24,7.33,3.62,10.24
drv_kumar_sg_12,Kumar Raj,grower,2024-11,HEALTHCARE,SGD,57.43,1,57.43,57.43,57.43
drv_kumar_sg_12,Kumar Raj,grower,2024-11,MOVEMENTS_INTERNAL,SGD,74.72,2,37.36,32.62,42.1
drv_kumar_sg_12,Kumar Raj,grower,2024-11,PLATFORM_DEDUCT,SGD,741.76,13,57.06,35.8,84.96
drv_kumar_sg_12,Kumar Raj,grower,2024-11,REMITTANCE,SGD,184.1,2,92.05,55.51,128.59
drv_kumar_sg_12,Kumar Raj,grower,2024-11,TELECOM,SGD,3.93,1,3.93,3.93,3.93
drv_kumar_sg_12,Kumar Raj,grower,2024-11,VEHICLE_FUEL,SGD,231.43,13,17.8,13.29,22.03
drv_kumar_sg_12,Kumar Raj,grower,2024-11,VEHICLE_MAINT,SGD,33.44,9,3.72,1.81,5.76
drv_kumar_sg_12,Kumar Raj,grower,2024-12,DEBT_REPAY,SGD,263.12,2,131.56,34.87,228.25
drv_kumar_sg_12,Kumar Raj,grower,2024-12,DISCRETIONARY,SGD,38.27,2,19.13,11.66,26.61
drv_kumar_sg_12,Kumar Raj,grower,2024-12,FAMILY_DEPENDENTS,SGD,253.65,1,253.65,253.65,253.65
drv_kumar_sg_12,Kumar Raj,grower,2024-12,FOOD_HOUSE,SGD,189.7,4,47.42,40.18,64.13
drv_kumar_sg_12,Kumar Raj,grower,2024-12,FOOD_OUT,SGD,356.6,53,6.73,3.86,10.27
drv_kumar_sg_12,Kumar Raj,grower,2024-12,HEALTHCARE,SGD,74.73,1,74.73,74.73,74.73
drv_kumar_sg_12,Kumar Raj,grower,2024-12,HOUSING,SGD,593.0,1,593.0,593.0,593.0
