goal_id,driver_id,driver_name,persona,goal_name,iso_week,weekly_need_sgd,extra_hours_needed,week_net_earned_sgd,week_hours_worked,notional_available_sgd,need_covered,gap_sgd,recommended_windows
goal_siti_sg_10_1,drv_siti_sg_10,Siti Rahman,firefighter,Health insurance premium fund,2026-W20,26.67,1.1,740.77,36.31,88.89,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Fri 19:00 Sentosa / HarbourFront (~S$25/hr, x1.81); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79)"
goal_siti_sg_10_3,drv_siti_sg_10,Siti Rahman,firefighter,Pay off vehicle loan early,2026-W09,117.88,4.7,764.96,52.69,91.8,False,26.08,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Fri 19:00 Sentosa / HarbourFront (~S$25/hr, x1.81); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79)"
goal_siti_sg_10_3,drv_siti_sg_10,Siti Rahman,firefighter,Pay off vehicle loan early,2026-W10,117.88,4.7,625.53,56.0,75.06,False,42.82,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Fri 19:00 Sentosa / HarbourFront (~S$25/hr, x1.81); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79)"
goal_siti_sg_10_3,drv_siti_sg_10,Siti Rahman,firefighter,Pay off vehicle loan early,2026-W11,117.88,4.7,643.05,50.8,77.17,False,40.71,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Fri 19:00 Sentosa / HarbourFront (~S$25/hr, x1.81); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79)"
goal_siti_sg_10_3,drv_siti_sg_10,Siti Rahman,firefighter,Pay off vehicle loan early,2026-W12,117.88,4.7,526.43,51.01,63.17,False,54.71,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Fri 19:00 Sentosa / HarbourFront (~S$25/hr, x1.81); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79)"
goal_siti_sg_10_3,drv_siti_sg_10,Siti Rahman,firefighter,Pay off vehicle loan early,2026-W13,117.88,4.7,861.91,55.1,103.43,False,14.45,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Fri 19:00 Sentosa / HarbourFront (~S$25/hr, x1.81); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79)"
goal_siti_sg_10_3,drv_siti_sg_10,Siti Rahman,firefighter,Pay off vehicle loan early,2026-W14,117.88,4.7,923.63,57.29,110.84,False,7.04,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Fri 19:00 Sentosa / HarbourFront (~S$25/hr, x1.81); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79)"
goal_siti_sg_10_3,drv_siti_sg_10,Siti Rahman,firefighter,Pay off vehicle loan early,2026-W15,117.88,4.7,982.3,57.39,117.88,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Fri 19:00 Sentosa / HarbourFront (~S$25/hr, x1.81); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79)"
goal_siti_sg_10_3,drv_siti_sg_10,Siti Rahman,firefighter,Pay off vehicle loan early,2026-W16,117.88,4.7,891.18,47.31,106.94,False,10.94,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Fri 19:00 Sentosa / HarbourFront (~S$25/hr, x1.81); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79)"
goal_siti_sg_10_3,drv_siti_sg_10,Siti Rahman,firefighter,Pay off vehicle loan early,2026-W17,117.88,4.7,983.64,51.09,118.04,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Fri 19:00 Sentosa / HarbourFront (~S$25/hr, x1.81); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79)"
goal_siti_sg_10_3,drv_siti_sg_10,Siti Rahman,firefighter,Pay off vehicle loan early,2026-W18,117.88,4.7,848.54,45.8,101.82,False,16.06,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Fri 19:00 Sentosa / HarbourFront (~S$25/hr, x1.81); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79)"
goal_siti_sg_10_3,drv_siti_sg_10,Siti Rahman,firefighter,Pay off vehicle loan early,2026-W19,117.88,4.7,1020.39,60.21,122.45,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Fri 19:00 Sentosa / HarbourFront (~S$25/hr, x1.81); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79)"
goal_siti_sg_10_3,drv_siti_sg_10,Siti Rahman,firefighter,Pay off vehicle loan early,2026-W20,117.88,4.7,740.77,36.31,88.89,False,28.99,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Fri 19:00 Sentosa / HarbourFront (~S$25/hr, x1.81); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79)"
goal_mei_sg_11_1,drv_mei_sg_11,Mei Lin Tan,firefighter,Income smoothing buffer,2026-W09,0.0,0.0,1017.69,54.72,122.12,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_1,drv_mei_sg_11,Mei Lin Tan,firefighter,Income smoothing buffer,2026-W10,0.0,0.0,986.67,54.5,118.4,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_1,drv_mei_sg_11,Mei Lin Tan,firefighter,Income smoothing buffer,2026-W11,0.0,0.0,769.54,64.81,92.34,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_1,drv_mei_sg_11,Mei Lin Tan,firefighter,Income smoothing buffer,2026-W12,0.0,0.0,889.09,59.09,106.69,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_1,drv_mei_sg_11,Mei Lin Tan,firefighter,Income smoothing buffer,2026-W13,0.0,0.0,722.77,43.3,86.73,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_1,drv_mei_sg_11,Mei Lin Tan,firefighter,Income smoothing buffer,2026-W14,0.0,0.0,356.27,20.4,42.75,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_1,drv_mei_sg_11,Mei Lin Tan,firefighter,Income smoothing buffer,2026-W15,0.0,0.0,968.07,64.09,116.17,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_1,drv_mei_sg_11,Mei Lin Tan,firefighter,Income smoothing buffer,2026-W16,0.0,0.0,1009.84,51.6,121.18,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_1,drv_mei_sg_11,Mei Lin Tan,firefighter,Income smoothing buffer,2026-W17,0.0,0.0,1089.05,52.4,130.69,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_1,drv_mei_sg_11,Mei Lin Tan,firefighter,Income smoothing buffer,2026-W18,0.0,0.0,933.66,54.11,112.04,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_1,drv_mei_sg_11,Mei Lin Tan,firefighter,Income smoothing buffer,2026-W19,0.0,0.0,909.82,51.32,109.18,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_1,drv_mei_sg_11,Mei Lin Tan,firefighter,Income smoothing buffer,2026-W20,0.0,0.0,758.91,46.91,91.07,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_2,drv_mei_sg_11,Mei Lin Tan,firefighter,Major vehicle service fund,2026-W09,0.0,0.0,1017.69,54.72,122.12,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_2,drv_mei_sg_11,Mei Lin Tan,firefighter,Major vehicle service fund,2026-W10,0.0,0.0,986.67,54.5,118.4,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_2,drv_mei_sg_11,Mei Lin Tan,firefighter,Major vehicle service fund,2026-W11,0.0,0.0,769.54,64.81,92.34,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_2,drv_mei_sg_11,Mei Lin Tan,firefighter,Major vehicle service fund,2026-W12,0.0,0.0,889.09,59.09,106.69,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_2,drv_mei_sg_11,Mei Lin Tan,firefighter,Major vehicle service fund,2026-W13,0.0,0.0,722.77,43.3,86.73,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_2,drv_mei_sg_11,Mei Lin Tan,firefighter,Major vehicle service fund,2026-W14,0.0,0.0,356.27,20.4,42.75,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_2,drv_mei_sg_11,Mei Lin Tan,firefighter,Major vehicle service fund,2026-W15,0.0,0.0,968.07,64.09,116.17,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_2,drv_mei_sg_11,Mei Lin Tan,firefighter,Major vehicle service fund,2026-W16,0.0,0.0,1009.84,51.6,121.18,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_2,drv_mei_sg_11,Mei Lin Tan,firefighter,Major vehicle service fund,2026-W17,0.0,0.0,1089.05,52.4,130.69,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_2,drv_mei_sg_11,Mei Lin Tan,firefighter,Major vehicle service fund,2026-W18,0.0,0.0,933.66,54.11,112.04,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_2,drv_mei_sg_11,Mei Lin Tan,firefighter,Major vehicle service fund,2026-W19,0.0,0.0,909.82,51.32,109.18,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_2,drv_mei_sg_11,Mei Lin Tan,firefighter,Major vehicle service fund,2026-W20,0.0,0.0,758.91,46.91,91.07,True,0.0,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_3,drv_mei_sg_11,Mei Lin Tan,firefighter,Clear BNPL balance,2026-W09,226.67,9.1,1017.69,54.72,122.12,False,104.55,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_3,drv_mei_sg_11,Mei Lin Tan,firefighter,Clear BNPL balance,2026-W10,226.67,9.1,986.67,54.5,118.4,False,108.27,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_3,drv_mei_sg_11,Mei Lin Tan,firefighter,Clear BNPL balance,2026-W11,226.67,9.1,769.54,64.81,92.34,False,134.33,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_3,drv_mei_sg_11,Mei Lin Tan,firefighter,Clear BNPL balance,2026-W12,226.67,9.1,889.09,59.09,106.69,False,119.98,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_3,drv_mei_sg_11,Mei Lin Tan,firefighter,Clear BNPL balance,2026-W13,226.67,9.1,722.77,43.3,86.73,False,139.94,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_3,drv_mei_sg_11,Mei Lin Tan,firefighter,Clear BNPL balance,2026-W14,226.67,9.1,356.27,20.4,42.75,False,183.92,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_3,drv_mei_sg_11,Mei Lin Tan,firefighter,Clear BNPL balance,2026-W15,226.67,9.1,968.07,64.09,116.17,False,110.5,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_3,drv_mei_sg_11,Mei Lin Tan,firefighter,Clear BNPL balance,2026-W16,226.67,9.1,1009.84,51.6,121.18,False,105.49,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_3,drv_mei_sg_11,Mei Lin Tan,firefighter,Clear BNPL balance,2026-W17,226.67,9.1,1089.05,52.4,130.69,False,95.98,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_3,drv_mei_sg_11,Mei Lin Tan,firefighter,Clear BNPL balance,2026-W18,226.67,9.1,933.66,54.11,112.04,False,114.63,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_3,drv_mei_sg_11,Mei Lin Tan,firefighter,Clear BNPL balance,2026-W19,226.67,9.1,909.82,51.32,109.18,False,117.49,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_mei_sg_11_3,drv_mei_sg_11,Mei Lin Tan,firefighter,Clear BNPL balance,2026-W20,226.67,9.1,758.91,46.91,91.07,False,135.6,"Sun 07:00 Changi Airport (~S$25/hr, x1.72); Sun 08:00 Changi Airport (~S$25/hr, x1.7); Sun 18:00 Changi Airport (~S$25/hr, x1.68)"
goal_kumar_sg_12_1,drv_kumar_sg_12,Kumar Raj,grower,Health insurance premium fund,2026-W09,25.42,1.0,1430.13,55.28,171.62,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_1,drv_kumar_sg_12,Kumar Raj,grower,Health insurance premium fund,2026-W10,25.42,1.0,1363.01,57.12,163.56,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_1,drv_kumar_sg_12,Kumar Raj,grower,Health insurance premium fund,2026-W11,25.42,1.0,1376.72,53.99,165.21,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_1,drv_kumar_sg_12,Kumar Raj,grower,Health insurance premium fund,2026-W12,25.42,1.0,1177.56,60.11,141.31,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_1,drv_kumar_sg_12,Kumar Raj,grower,Health insurance premium fund,2026-W13,25.42,1.0,1232.99,54.59,147.96,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_1,drv_kumar_sg_12,Kumar Raj,grower,Health insurance premium fund,2026-W14,25.42,1.0,1396.05,55.4,167.53,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_1,drv_kumar_sg_12,Kumar Raj,grower,Health insurance premium fund,2026-W15,25.42,1.0,1341.43,51.4,160.97,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_1,drv_kumar_sg_12,Kumar Raj,grower,Health insurance premium fund,2026-W16,25.42,1.0,1427.56,55.3,171.31,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_1,drv_kumar_sg_12,Kumar Raj,grower,Health insurance premium fund,2026-W17,25.42,1.0,1509.68,58.69,181.16,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_1,drv_kumar_sg_12,Kumar Raj,grower,Health insurance premium fund,2026-W18,25.42,1.0,1442.48,51.8,173.1,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_1,drv_kumar_sg_12,Kumar Raj,grower,Health insurance premium fund,2026-W19,25.42,1.0,1426.81,57.61,171.22,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_1,drv_kumar_sg_12,Kumar Raj,grower,Health insurance premium fund,2026-W20,25.42,1.0,1275.6,41.2,153.07,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_2,drv_kumar_sg_12,Kumar Raj,grower,Emergency fund,2026-W09,117.06,4.7,1430.13,55.28,171.62,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_2,drv_kumar_sg_12,Kumar Raj,grower,Emergency fund,2026-W10,117.06,4.7,1363.01,57.12,163.56,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_2,drv_kumar_sg_12,Kumar Raj,grower,Emergency fund,2026-W11,117.06,4.7,1376.72,53.99,165.21,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_2,drv_kumar_sg_12,Kumar Raj,grower,Emergency fund,2026-W12,117.06,4.7,1177.56,60.11,141.31,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_2,drv_kumar_sg_12,Kumar Raj,grower,Emergency fund,2026-W13,117.06,4.7,1232.99,54.59,147.96,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_2,drv_kumar_sg_12,Kumar Raj,grower,Emergency fund,2026-W14,117.06,4.7,1396.05,55.4,167.53,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_2,drv_kumar_sg_12,Kumar Raj,grower,Emergency fund,2026-W15,117.06,4.7,1341.43,51.4,160.97,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_2,drv_kumar_sg_12,Kumar Raj,grower,Emergency fund,2026-W16,117.06,4.7,1427.56,55.3,171.31,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
goal_kumar_sg_12_2,drv_kumar_sg_12,Kumar Raj,grower,Emergency fund,2026-W17,117.06,4.7,1509.68,58.69,181.16,True,0.0,"Sat 18:00 Tampines (~S$25/hr, x1.76); Sat 19:00 Tampines (~S$25/hr, x1.76); Sat 08:00 Tampines (~S$25/hr, x1.73)"
