txn_id,txn_seq,bank_reference,driver_id,driver_name,persona,earnings_tier,market,country,city,posted_at,value_date,timezone,date,year,month,iso_week,day_of_week,is_weekend,hour,time_of_day,amount,currency,direction,running_balance,category,subcategory,merchant_name,merchant_category_code,payment_channel,payment_rail,is_recurring,is_income,is_internal_movement,is_essential,is_discretionary,categorisation_confidence,needs_review,festival_window,anomaly_flag,geo_lat,geo_lon,device,app_version,reconciled,settlement_status,fx_rate_to_usd,note,sms_text
041224ab-e0e6-419f-b873-09fc1c982fd4,2510,REF166CAA4BF9,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-03 12:20:00,2026-01-03,+08:00,2026-01-03,2026,2026-01,2026-W01,Saturday,True,12,afternoon,9.79,SGD,debit,827.09,FOOD_OUT,lunch,Food Republic,5814,cash,cash,False,False,False,False,False,0.67,True,,,1.43187,103.74771,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 9.79 - Food Republic
3ad9e125-e0d0-48fa-8f5d-5b0306f9499b,2511,REF2BF3D28FC5,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-03 07:23:00,2026-01-03,+08:00,2026-01-03,2026,2026-01,2026-W01,Saturday,True,7,morning,9.9,SGD,debit,817.19,FOOD_OUT,dinner,Ya Kun Kaya Toast,5814,qr_pay,qr,False,False,False,False,False,0.97,False,,,1.45341,103.81732,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 9.90 paid to Ya Kun Kaya Toast
39030f91-93c4-4c36-b7dc-247088edb8e4,2512,REF3B6C637E2B,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-03 12:31:00,2026-01-03,+08:00,2026-01-03,2026,2026-01,2026-W01,Saturday,True,12,afternoon,100.12,SGD,debit,717.07,FOOD_HOUSE,groceries,Giant,5411,debit_card,card,False,False,False,True,False,0.77,False,,,1.35315,103.81512,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 100.12 - Giant
49c98c30-56b8-4883-9ab6-09acc81ee56b,2513,REF05FC5C3367,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-04 22:00:00,2026-01-04,+08:00,2026-01-04,2026,2026-01,2026-W01,Sunday,True,22,night,60.64,SGD,credit,777.71,INCOME_GRAB,ride,Grab,4121,grab_payout,platform,False,True,False,False,False,0.9,False,,,1.3852,103.73114,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 60.64 received from Grab
729acb87-6b24-4e62-a408-aabfb66f96eb,2514,REFC493F8F6BD,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-04 22:05:00,2026-01-04,+08:00,2026-01-04,2026,2026-01,2026-W01,Sunday,True,22,night,12.13,SGD,debit,765.58,PLATFORM_DEDUCT,commission,Grab Platform Fee,4121,grab_payout,platform,False,False,False,False,False,0.95,False,,,1.38104,103.7177,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 12.13 - Grab Platform Fee
16e9a827-d026-4f45-8ce2-e121085aab36,2515,REFA488582836,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-04 22:06:00,2026-01-04,+08:00,2026-01-04,2026,2026-01,2026-W01,Sunday,True,22,night,3.16,SGD,credit,768.74,INCOME_GRAB,incentive,Grab Incentive,4121,grab_payout,platform,False,True,False,False,False,0.8,False,,,1.35332,103.78082,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 3.16 received from Grab
cee582eb-ad8c-4de4-87c3-2f793e54f35b,2516,REF6F3AC144E7,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-04 10:14:00,2026-01-04,+08:00,2026-01-04,2026,2026-01,2026-W01,Sunday,True,10,morning,25.9,SGD,debit,742.84,VEHICLE_FUEL,petrol,Shell,5541,qr_pay,qr,False,False,False,True,False,0.98,False,,,1.38045,103.80629,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 25.90 paid to Shell
00f51684-4b92-48bb-963e-50604ca7d680,2517,REFC56D82467D,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-04 20:07:00,2026-01-04,+08:00,2026-01-04,2026,2026-01,2026-W01,Sunday,True,20,evening,13.67,SGD,debit,729.17,FOOD_OUT,drink,Hawker Centre,5814,ewallet,wallet,False,False,False,False,False,0.79,False,,,1.35704,103.71778,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 13.67 paid to Hawker Centre
77c873e4-7445-4390-ae0e-ead2c83b2f8f,2518,REF31D5AADF1A,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-04 13:34:00,2026-01-04,+08:00,2026-01-04,2026,2026-01,2026-W01,Sunday,True,13,afternoon,3.67,SGD,debit,725.5,VEHICLE_MAINT,toll,Wilson Carpark,7523,ewallet,wallet,False,False,False,True,False,0.81,False,,,1.36287,103.82442,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 3.67 paid to Wilson Carpark
282d6766-dc46-479e-9f15-1fe3e5bb9143,2519,REF47E59DCA5D,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-04 20:19:00,2026-01-04,+08:00,2026-01-04,2026,2026-01,2026-W01,Sunday,True,20,evening,5.61,SGD,debit,719.89,TELECOM,data_topup,Singtel,4814,ewallet,wallet,False,False,False,True,False,0.89,False,,,1.37148,103.81071,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 5.61 paid to Singtel
448afac1-924a-491f-89e6-16b0387f6ef2,2520,REFE3D2F28D9B,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-05 22:00:00,2026-01-05,+08:00,2026-01-05,2026,2026-01,2026-W02,Monday,False,22,night,107.34,SGD,credit,827.23,INCOME_GRAB,ride,Grab,4121,grab_payout,platform,False,True,False,False,False,0.84,False,,,1.38916,103.79441,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 107.34 received from Grab
c8839298-4baf-45c3-9b96-bccfc6256ea8,2521,REF2DBDF4DFFA,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-05 22:05:00,2026-01-05,+08:00,2026-01-05,2026,2026-01,2026-W02,Monday,False,22,night,21.47,SGD,debit,805.76,PLATFORM_DEDUCT,commission,Grab Platform Fee,4121,grab_payout,platform,False,False,False,False,False,0.77,False,,,1.45782,103.76575,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 21.47 - Grab Platform Fee
903692ba-3f84-4c69-8aaf-2c0d634fd018,2522,REF0AB495D0BC,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-05 10:37:00,2026-01-05,+08:00,2026-01-05,2026,2026-01,2026-W02,Monday,False,10,morning,28.15,SGD,debit,777.61,VEHICLE_FUEL,petrol,SPC,5541,cash,cash,False,False,False,True,False,0.66,True,,,1.37549,103.72924,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 28.15 - SPC
7881e5c3-ae28-426a-b707-feb0d4635d95,2523,REFE4F6FDBF42,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-05 18:47:00,2026-01-05,+08:00,2026-01-05,2026,2026-01,2026-W02,Monday,False,18,evening,11.18,SGD,debit,766.43,FOOD_OUT,dinner,Old Chang Kee,5814,qr_pay,qr,False,False,False,False,False,0.76,False,,,1.45717,103.76937,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 11.18 paid to Old Chang Kee
85bd5d95-b2d9-47bb-8277-0d164d9dce57,2524,REFA0C78597ED,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-05 18:23:00,2026-01-05,+08:00,2026-01-05,2026,2026-01,2026-W02,Monday,False,18,evening,13.01,SGD,debit,753.42,FOOD_OUT,dinner,Ya Kun Kaya Toast,5814,cash,cash,False,False,False,False,False,0.69,True,,,1.45806,103.71753,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 13.01 - Ya Kun Kaya Toast
54075622-d5e1-4c18-aec7-0ee20633c6a1,2525,REFD303644510,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-05 20:29:00,2026-01-05,+08:00,2026-01-05,2026,2026-01,2026-W02,Monday,False,20,evening,3.17,SGD,debit,750.25,VEHICLE_MAINT,parking,Wilson Carpark,7523,cash,cash,False,False,False,True,False,0.72,False,,,1.38268,103.78158,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 3.17 - Wilson Carpark
9b448d09-e873-4c87-a279-e90322849945,2526,REF02D7757DBC,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-05 09:46:00,2026-01-05,+08:00,2026-01-05,2026,2026-01,2026-W02,Monday,False,9,morning,54.89,SGD,debit,695.36,TELECOM,telecom_bill,Singtel,4814,auto_debit,direct_debit,True,False,False,True,False,0.83,False,,,1.44358,103.78076,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 54.89 - Singtel
78c896c7-d0ca-4704-96b7-affabf14a9ec,2527,REF6CEBFA23C2,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-06 22:00:00,2026-01-06,+08:00,2026-01-06,2026,2026-01,2026-W02,Tuesday,False,22,night,130.64,SGD,credit,826.0,INCOME_GRAB,ride,Grab,4121,grab_payout,platform,False,True,False,False,False,0.96,False,,,1.37368,103.77963,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 130.64 received from Grab
ae0c9cf9-0943-47f9-8a7a-cf6ab8bd6fd3,2528,REFA462A59927,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-06 22:05:00,2026-01-06,+08:00,2026-01-06,2026,2026-01,2026-W02,Tuesday,False,22,night,26.13,SGD,debit,799.87,PLATFORM_DEDUCT,commission,Grab Platform Fee,4121,grab_payout,platform,False,False,False,False,False,0.82,False,,,1.36417,103.81386,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 26.13 - Grab Platform Fee
d8795171-4c04-4c8a-978e-3c9e53bd5f64,2529,REF5CF2ED506D,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-06 07:53:00,2026-01-06,+08:00,2026-01-06,2026,2026-01,2026-W02,Tuesday,False,7,morning,26.27,SGD,debit,773.6,VEHICLE_FUEL,ev_charge,SPC,5541,cash,cash,False,False,False,True,False,0.53,True,,,1.35199,103.76168,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 26.27 - SPC
7ccba8f1-61ab-4413-b6a5-ea85b60a5127,2530,REFA6DB608874,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-06 12:46:00,2026-01-06,+08:00,2026-01-06,2026,2026-01,2026-W02,Tuesday,False,12,afternoon,8.47,SGD,debit,765.13,FOOD_OUT,snack,Food Republic,5814,ewallet,wallet,False,False,False,False,False,0.79,False,,,1.41574,103.82497,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 8.47 paid to Food Republic
49695bb2-8c2d-4e96-91d4-412c8a202f3d,2531,REFD3D4B89D5E,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-06 19:34:00,2026-01-06,+08:00,2026-01-06,2026,2026-01,2026-W02,Tuesday,False,19,evening,12.51,SGD,debit,752.62,FOOD_OUT,dinner,Old Chang Kee,5814,ewallet,wallet,False,False,False,False,False,0.87,False,,,1.34721,103.74257,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 12.51 paid to Old Chang Kee
b14dd77c-ef0c-4371-8a73-8fba21c9574d,2532,REFC0664EA50E,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-06 15:27:00,2026-01-06,+08:00,2026-01-06,2026,2026-01,2026-W02,Tuesday,False,15,afternoon,6.0,SGD,debit,746.62,FOOD_OUT,snack,Hawker Centre,5814,ewallet,wallet,False,False,False,False,False,0.86,False,,,1.45302,103.82769,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 6.00 paid to Hawker Centre
807075e5-3e14-4e06-b098-6420f20b5102,2533,REF42007AFA01,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-06 15:58:00,2026-01-06,+08:00,2026-01-06,2026,2026-01,2026-W02,Tuesday,False,15,afternoon,3.16,SGD,debit,743.46,VEHICLE_MAINT,parking,SGCarMart Workshop,7523,ewallet,wallet,False,False,False,True,False,0.74,False,,,1.45922,103.76701,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 3.16 paid to SGCarMart Workshop
2f02aac2-947b-44fb-8e29-b99478d6b1b8,2534,REFF55DFDC191,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-07 22:00:00,2026-01-07,+08:00,2026-01-07,2026,2026-01,2026-W02,Wednesday,False,22,night,117.38,SGD,credit,860.84,INCOME_GRAB,ride,Grab,4121,grab_payout,platform,False,True,False,False,False,0.8,False,,,1.39493,103.76621,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 117.38 received from Grab
c6c5d517-43b5-4c71-8d64-21f684f6e9fd,2535,REFFC02CB2782,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-07 22:05:00,2026-01-07,+08:00,2026-01-07,2026,2026-01,2026-W02,Wednesday,False,22,night,23.48,SGD,debit,837.36,PLATFORM_DEDUCT,commission,Grab Platform Fee,4121,grab_payout,platform,False,False,False,False,False,0.8,False,,,1.45281,103.83367,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 23.48 - Grab Platform Fee
0f5e6412-3d6a-4885-b436-dd6a5889dc3f,2536,REF4775398F43,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-07 07:44:00,2026-01-07,+08:00,2026-01-07,2026,2026-01,2026-W02,Wednesday,False,7,morning,20.87,SGD,debit,816.49,VEHICLE_FUEL,petrol,Sinopec,5541,cash,cash,False,False,False,True,False,0.65,True,,,1.37022,103.73899,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 20.87 - Sinopec
15c682d9-2016-40af-ae3f-bf614a73a31e,2537,REFD5E7387DB0,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-07 21:47:00,2026-01-07,+08:00,2026-01-07,2026,2026-01,2026-W02,Wednesday,False,21,night,11.93,SGD,debit,804.56,FOOD_OUT,dinner,Ya Kun Kaya Toast,5814,qr_pay,qr,False,False,False,False,False,0.74,False,,,1.36861,103.77462,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 11.93 paid to Ya Kun Kaya Toast
4220a704-c890-41cc-ba50-021c8dc05ca9,2538,REFC9F9FBC704,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-07 17:10:00,2026-01-07,+08:00,2026-01-07,2026,2026-01,2026-W02,Wednesday,False,17,evening,20.75,SGD,debit,783.81,DISCRETIONARY,shopping,Cinema,5999,qr_pay,qr,False,False,False,False,True,0.92,False,,,1.43824,103.71901,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 20.75 paid to Cinema
6680e81d-79e2-454d-b69d-72ccf8af1942,2539,REFA6882C3C44,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-08 11:28:00,2026-01-08,+08:00,2026-01-08,2026,2026-01,2026-W02,Thursday,False,11,morning,3.16,SGD,debit,780.65,TELECOM,data_topup,StarHub,4814,ewallet,wallet,False,False,False,True,False,0.94,False,,,1.44844,103.80665,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 3.16 paid to StarHub
ed266e15-04ec-42ef-b2e4-355d77cadd94,2540,REFB52702B502,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-09 22:00:00,2026-01-09,+08:00,2026-01-09,2026,2026-01,2026-W02,Friday,False,22,night,90.49,SGD,credit,871.14,INCOME_GRAB,ride,Grab,4121,grab_payout,platform,False,True,False,False,False,0.97,False,,,1.34354,103.77168,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 90.49 received from Grab
56391925-51f3-4ecd-9214-ec47d76e7bd7,2541,REFD97CCD5D30,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-09 22:05:00,2026-01-09,+08:00,2026-01-09,2026,2026-01,2026-W02,Friday,False,22,night,18.1,SGD,debit,853.04,PLATFORM_DEDUCT,commission,Grab Platform Fee,4121,grab_payout,platform,False,False,False,False,False,0.79,False,,,1.3418,103.77226,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 18.10 - Grab Platform Fee
bea31a59-e849-486f-b825-96b89296d34a,2542,REFACA7710141,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-09 06:46:00,2026-01-09,+08:00,2026-01-09,2026,2026-01,2026-W02,Friday,False,6,morning,18.56,SGD,debit,834.48,VEHICLE_FUEL,cng,SPC,5541,qr_pay,qr,False,False,False,True,False,0.74,False,,,1.44776,103.73792,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 18.56 paid to SPC
52d3eaa2-317c-481c-8b5f-890506ff2463,2543,REFF1EC4A44AB,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-09 13:24:00,2026-01-09,+08:00,2026-01-09,2026,2026-01,2026-W02,Friday,False,13,afternoon,8.33,SGD,debit,826.15,FOOD_OUT,snack,Hawker Centre,5814,ewallet,wallet,False,False,False,False,False,0.84,False,,,1.39704,103.82642,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 8.33 paid to Hawker Centre
a9e2a63b-16b6-4ede-bb57-6dee0a10e793,2544,REFBF6CA763AC,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-09 15:35:00,2026-01-09,+08:00,2026-01-09,2026,2026-01,2026-W02,Friday,False,15,afternoon,8.63,SGD,debit,817.52,FOOD_OUT,drink,Old Chang Kee,5814,qr_pay,qr,False,False,False,False,False,0.84,False,,,1.34669,103.73583,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 8.63 paid to Old Chang Kee
e08754eb-6d3f-4bf3-b394-80ba1bb03ba9,2545,REF56CD6C7E2D,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-09 08:14:00,2026-01-09,+08:00,2026-01-09,2026,2026-01,2026-W02,Friday,False,8,morning,9.53,SGD,debit,807.99,VEHICLE_MAINT,wash,SGCarMart Workshop,7523,qr_pay,qr,False,False,False,True,False,0.9,False,,,1.4134,103.78639,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 9.53 paid to SGCarMart Workshop
dea13143-9205-4e09-bccd-e2976c8e227f,2546,REF2765BD09C5,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-09 12:30:00,2026-01-09,+08:00,2026-01-09,2026,2026-01,2026-W02,Friday,False,12,afternoon,9.68,SGD,debit,798.31,RELIGIOUS_GIVING,weekly,Temple Offering,8661,cash,cash,False,False,False,False,False,0.62,True,,,1.42666,103.7253,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 9.68 - Temple Offering
3f15296c-29b3-4d29-874e-3d922adeab17,2547,REFD6F4AADA39,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-10 22:00:00,2026-01-10,+08:00,2026-01-10,2026,2026-01,2026-W02,Saturday,True,22,night,174.18,SGD,credit,972.49,INCOME_GRAB,ride,Grab,4121,grab_payout,platform,False,True,False,False,False,0.97,False,,,1.4171,103.74137,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 174.18 received from Grab
cef05aec-58ef-4e7d-b368-3ebdb7d137dc,2548,REF4A3FD0474A,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-10 22:05:00,2026-01-10,+08:00,2026-01-10,2026,2026-01,2026-W02,Saturday,True,22,night,34.84,SGD,debit,937.65,PLATFORM_DEDUCT,commission,Grab Platform Fee,4121,grab_payout,platform,False,False,False,False,False,0.99,False,,,1.45194,103.75609,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 34.84 - Grab Platform Fee
ea24b32c-71ea-49b9-91ee-665f80b953b5,2549,REF1C4BDA8A5E,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-10 10:31:00,2026-01-10,+08:00,2026-01-10,2026,2026-01,2026-W02,Saturday,True,10,morning,15.41,SGD,debit,922.24,VEHICLE_FUEL,cng,Caltex,5541,qr_pay,qr,False,False,False,True,False,0.87,False,,,1.45913,103.7686,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 15.41 paid to Caltex
7acd39bf-52c7-422e-9ed3-58a41d5d760d,2550,REFC10998023A,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-10 16:55:00,2026-01-10,+08:00,2026-01-10,2026,2026-01,2026-W02,Saturday,True,16,afternoon,4.95,SGD,debit,917.29,FOOD_OUT,coffee,Kopitiam,5814,cash,cash,False,False,False,False,False,0.68,True,,,1.37789,103.82836,Android 13,5.1.3,True,settled,0.74,,DBS: SGD 4.95 - Kopitiam
781b515e-fafc-4226-b89f-a1e4b4cd64d0,2551,REFC83EFE97C3,drv_daniel_sg_15,Daniel Goh,firefighter,L,SG,Singapore,Singapore,2026-01-10 08:22:00,2026-01-10,+08:00,2026-01-10,2026,2026-01,2026-W02,Saturday,True,8,morning,5.66,SGD,debit,911.63,FOOD_OUT,drink,Toast Box,5814,qr_pay,qr,False,False,False,False,False,0.72,False,,,1.40564,103.78991,Android 13,5.1.3,True,settled,0.74,,PayLah: SGD 5.66 paid to Toast Box
